,cidade,estado,habitantes,ranking_habitantes_pais,ranking_habitantes_estado,densidade_demografica,salario_medio,ranking_salario_pais,ranking_salario_estado,pessoas_ocupadas,porcentagem_ocupada,escolarizacao_6_14,ranking_escolaridade_pais,ranking_escolaridade_estado,anos_inicias_fundamental_publico,anos_inicias_fundamental_particular,pib_per_capta,ranking_pib_pais,ranking_pib_estado,percentual_receita_externa,total_receitas_realizadas,total_receitas_empenhadas,mortalidade_infantil,ranking_mortalidade_pais,ranking_mortalidade_estado,internacoes_diarreia,area_territorial,ranking_area_pais,ranking_area_estado,percentual_esgoto,percentual_arborizacao_publica,percentual_urbanizacao_publica
0,arara,pb,12.653 pessoas,2509º,68º,"127,66 hab/km²","1,6 salários mínimos",,117º,739 pessoas,"5,5 %","97,3 %",-1,-1,"4,3","3,1","7.300,36 R$",,,-,"26.312,69 R$ (×1000)","23.928,01 R$ (×1000)","9,35 óbitos por mil nascidos vivos",3221º,-1,"4,9 internações por mil habitantes","91,306 km²",,-1,"49,4 %","51,3 %","10,9 %"
0,ararangua,sc,61.310 pessoas,490º,18º,"202,14 hab/km²","2,1 salários mínimos",,159º,18.226 pessoas,"27,0 %","98,4 %",,-1,"5,9","5,0","25.697,19 R$",,,"64,9 %","145.710,42 R$ (×1000)","134.742,49 R$ (×1000)","10,91 óbitos por mil nascidos vivos",2905º,-1,"0,6 internações por mil habitantes","301,819 km²",,-1,"77,5 %","36,2 %","29,7 %"
0,araraquara,sp,208.662 pessoas,125º,35º,"207,90 hab/km²","2,7 salários mínimos",,124º,84.115 pessoas,"36,0 %","98,7 %",982º,-1,"6,5","5,0","39.039,34 R$",,3º,"55,9 %","813.194,68 R$ (×1000)","797.613,15 R$ (×1000)","10,46 óbitos por mil nascidos vivos",3020º,-1,"0,1 internações por mil habitantes","1.003,625 km²",1414º,-1,"98,5 %","97,1 %","28,5 %"
0,araras,sp,118.843 pessoas,218º,57º,"184,30 hab/km²","2,8 salários mínimos",,97º,42.254 pessoas,"31,8 %","97,5 %",,-1,"6,8","5,3","40.249,39 R$",,,"54,7 %","543.415,81 R$ (×1000)","472.762,52 R$ (×1000)","12,11 óbitos por mil nascidos vivos",2904º,-1,"0,3 internações por mil habitantes","644,831 km²",-1,-1,"98,6 %","84,2 %","34,9 %"
0,ararenda,ce,10.491 pessoas,2900º,158º,"30,49 hab/km²","1,5 salários mínimos",,119º,696 pessoas,"6,4 %","98,9 %",-1,-1,"8,3","5,4","7.272,85 R$",,-1,"95,2 %","30.233,22 R$ (×1000)","28.244,06 R$ (×1000)","8,26 óbitos por mil nascidos vivos",,-1,"1,2 internações por mil habitantes","342,301 km²",,-1,"15,6 %","89,4 %",6 %
0,arari,ma,28.488 pessoas,1112º,54º,"25,89 hab/km²","1,9 salários mínimos",-1,70º,1.717 pessoas,"5,8 %",99 %,1112º,-1,"5,2","4,5","7.838,57 R$",-1,,-,"61.500,32 R$ (×1000)","58.960,48 R$ (×1000)","12,53 óbitos por mil nascidos vivos",,-1,"3,1 internações por mil habitantes","1.100,275 km²",1317º,-1,"48,8 %","64,2 %","6,5 %"
0,araripina,pe,77.302 pessoas,376º,17º,"40,84 hab/km²","1,8 salários mínimos",,40º,8.113 pessoas,"9,7 %","95,2 %",-1,-1,"4,3","3,9","11.790,02 R$",,1º,"82,6 %","161.988,93 R$ (×1000)","154.891,64 R$ (×1000)","12,66 óbitos por mil nascidos vivos",3263º,-1,"6,9 internações por mil habitantes","2.037,394 km²",-1,-1,"45,6 %","68,4 %","1,1 %"
0,araruama,rj,112.008 pessoas,237º,24º,"175,55 hab/km²","1,8 salários mínimos",-1,67º,20.995 pessoas,"16,1 %","98,3 %",-1,-1,"5,1","3,8","19.840,12 R$",-1,,-,- R$ (×1000),- R$ (×1000),"10,66 óbitos por mil nascidos vivos",3263º,-1,0 internações por mil habitantes,"638,150 km²",-1,-1,"63,1 %","74,7 %","10,8 %"
0,araruna,pb,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,aratuipe,ba,8.599 pessoas,3246º,368º,"47,47 hab/km²","1,6 salários mínimos",,300º,507 pessoas,"5,8 %","98,4 %",866º,,"3,8","3,1","7.017,34 R$",,-1,"95,5 %","18.702,70 R$ (×1000)","17.462,24 R$ (×1000)","22,22 óbitos por mil nascidos vivos",3246º,,"2,2 internações por mil habitantes","174,012 km²",-1,,"21,6 %","39,7 %","21,7 %"
0,araucaria,pr,119.123 pessoas,217º,13º,"253,86 hab/km²","3,7 salários mínimos",-1,2º,44.731 pessoas,"31,6 %","97,4 %",,-1,"5,6","4,5","123.478,34 R$",-1,30º,"54,8 %","1.031.236,18 R$ (×1000)","713.669,69 R$ (×1000)","11,03 óbitos por mil nascidos vivos",3079º,141º,"0,2 internações por mil habitantes","469,240 km²",-1,-1,"83,3 %","65,8 %","37,8 %"
0,araujos,mg,7.883 pessoas,3413º,431º,"32,11 hab/km²","1,6 salários mínimos",-1,515º,2.055 pessoas,"22,5 %","95,6 %",,-1,"7,4","5,5","34.475,40 R$",-1,75º,"87,1 %","22.175,60 R$ (×1000)","18.825,25 R$ (×1000)","10,64 óbitos por mil nascidos vivos",2964º,-1,"0,3 internações por mil habitantes","245,522 km²",,-1,"85,4 %","78,5 %","3,5 %"
0,araxa,mg,93.672 pessoas,303º,31º,"80,45 hab/km²","2,9 salários mínimos",,23º,31.176 pessoas,"29,7 %","97,1 %",,-1,"6,8","5,0","49.299,60 R$",,343º,"71,9 %","398.698,26 R$ (×1000)","331.538,25 R$ (×1000)","9,25 óbitos por mil nascidos vivos",3300º,-1,"0,1 internações por mil habitantes","1.164,062 km²",1267º,-1,"96,9 %",81 %,"42,9 %"
0,arcos,mg,36.597 pessoas,840º,89º,"71,78 hab/km²","2,3 salários mínimos",,81º,13.286 pessoas,"33,4 %","98,4 %",840º,-1,"7,0","5,1","30.888,35 R$",,-1,"76,8 %","106.985,03 R$ (×1000)","95.564,90 R$ (×1000)","16,06 óbitos por mil nascidos vivos",-1,-1,"1,9 internações por mil habitantes","509,873 km²",-1,-1,"95,6 %","93,8 %","10,9 %"
0,arcoverde,pe,68.793 pessoas,431º,22º,"196,05 hab/km²","1,9 salários mínimos",,23º,9.362 pessoas,"12,7 %","97,3 %",-1,-1,"5,8","4,7","13.278,18 R$",,1º,"78,7 %","147.298,36 R$ (×1000)","140.070,55 R$ (×1000)","27,63 óbitos por mil nascidos vivos",3221º,-1,"1,7 internações por mil habitantes","323,370 km²",-1,-1,"86,4 %","82,5 %",4 %
0,areado,mg,13.731 pessoas,2364º,268º,"48,50 hab/km²","1,8 salários mínimos",-1,256º,2.123 pessoas,"14,2 %","98,2 %",,-1,"6,6","5,9","15.116,55 R$",-1,-1,"89,9 %","31.213,75 R$ (×1000)","29.227,36 R$ (×1000)","12,90 óbitos por mil nascidos vivos",3263º,-1,"0,3 internações por mil habitantes","283,124 km²",,-1,"88,4 %","70,5 %","52,5 %"
0,areal,rj,11.423 pessoas,2687º,81º,"102,99 hab/km²","1,8 salários mínimos",,67º,3.750 pessoas,"30,1 %",98 %,-1,-1,"5,6","4,5","26.814,55 R$",,-1,74 %,"59.613,31 R$ (×1000)","53.040,68 R$ (×1000)","38,67 óbitos por mil nascidos vivos",3263º,-1,"0,1 internações por mil habitantes","110,724 km²",-1,-1,47 %,"57,9 %",50 %
0,areia,pb,23.829 pessoas,1377º,23º,"88,42 hab/km²","1,7 salários mínimos",-1,67º,1.780 pessoas,"7,7 %","97,5 %",,-1,"4,2","3,1","10.216,75 R$",-1,,-,"37.908,32 R$ (×1000)","33.485,76 R$ (×1000)","8,38 óbitos por mil nascidos vivos",2904º,-1,"1,1 internações por mil habitantes","269,130 km²",-1,-1,"41,9 %","35,6 %","13,7 %"
0,areia-branca,rn,25.315 pessoas,1264º,19º,"70,79 hab/km²","2,2 salários mínimos",-1,7º,4.641 pessoas,"17,1 %","99,3 %",,-1,"4,7","3,6","20.498,86 R$",-1,17º,-,"81.109,82 R$ (×1000)","70.846,73 R$ (×1000)","16,09 óbitos por mil nascidos vivos",3143º,-1,"0,1 internações por mil habitantes","342,749 km²",-1,-1,"29,4 %",81 %,"5,1 %"
0,arenapolis,mt,10.316 pessoas,2959º,72º,"24,75 hab/km²","2,3 salários mínimos",-1,76º,1.358 pessoas,"14,0 %","98,4 %",1019º,-1,"5,4","4,4","17.951,61 R$",-1,,88 %,"23.259,34 R$ (×1000)","22.845,13 R$ (×1000)","13,25 óbitos por mil nascidos vivos",2959º,-1,"1,3 internações por mil habitantes","415,585 km²",-1,-1,"17,5 %","38,5 %","2,7 %"
0,arenopolis,go,3.277 pessoas,4968º,199º,"3,05 hab/km²","1,7 salários mínimos",525º,188º,490 pessoas,"18,2 %",100 %,-1,-1,"5,8","5,4","42.371,04 R$",525º,1º,-,"15.422,35 R$ (×1000)","13.911,35 R$ (×1000)","25,64 óbitos por mil nascidos vivos",,-1,5 internações por mil habitantes,"1.074,595 km²",1347º,-1,"31,3 %","90,9 %","0,9 %"
0,arinos,mg,17.674 pessoas,1870º,204º,"3,35 hab/km²","1,6 salários mínimos",-1,515º,1.678 pessoas,"9,4 %","96,6 %",-1,-1,"5,5","4,6","11.260,49 R$",-1,-1,90 %,"40.084,15 R$ (×1000)","37.210,06 R$ (×1000)","28,71 óbitos por mil nascidos vivos",,-1,"1,5 internações por mil habitantes","5.279,419 km²",-1,-1,"24,2 %","81,1 %","0,4 %"
0,aripuana,mt,18.656 pessoas,1763º,34º,"0,74 hab/km²","2,2 salários mínimos",-1,87º,3.583 pessoas,"16,3 %","92,7 %",935º,-1,"5,4","4,9","33.215,39 R$",-1,-1,"80,1 %","73.846,52 R$ (×1000)","64.237,73 R$ (×1000)","27,62 óbitos por mil nascidos vivos",,-1,"3,6 internações por mil habitantes","25.107,968 km²",-1,-1,4 %,"33,7 %","12,8 %"
0,ariquemes,ro,90.353 pessoas,312º,3º,"20,41 hab/km²","2,0 salários mínimos",-1,7º,19.886 pessoas,"18,7 %","97,2 %",,-1,"5,5","4,9","21.389,67 R$",-1,,"66,2 %","235.252,82 R$ (×1000)","198.489,65 R$ (×1000)","13,34 óbitos por mil nascidos vivos",,-1,"1,2 internações por mil habitantes","4.426,571 km²",-1,-1,"8,6 %","33,8 %","5,1 %"
0,arraias,to,10.645 pessoas,2860º,21º,"1,84 hab/km²","3,2 salários mínimos",-1,2º,1.345 pessoas,"12,7 %","97,6 %",,-1,"5,1","4,7","14.692,69 R$",-1,-1,"94,1 %","23.889,13 R$ (×1000)","21.311,41 R$ (×1000)",- óbitos por mil nascidos vivos,3091º,-1,"0,8 internações por mil habitantes","5.805,111 km²",-1,-1,"25,6 %","70,2 %","0,4 %"
0,arroio-do-sal,rs,7.740 pessoas,3447º,188º,"64,01 hab/km²","2,1 salários mínimos",-1,356º,2.538 pessoas,"25,8 %","98,6 %",,-1,"6,1","4,3","24.638,41 R$",-1,-1,"42,2 %","55.278,99 R$ (×1000)","44.607,81 R$ (×1000)","16,95 óbitos por mil nascidos vivos",,-1,"0,1 internações por mil habitantes","119,163 km²",-1,-1,"52,8 %","65,2 %","0,1 %"
0,arroio-dos-ratos,rs,13.606 pessoas,2405º,131º,"31,94 hab/km²","2,2 salários mínimos",-1,273º,1.930 pessoas,"13,7 %","97,6 %",-1,-1,"5,3","4,3","16.592,98 R$",-1,-1,"79,3 %","39.356,10 R$ (×1000)","40.049,53 R$ (×1000)","5,92 óbitos por mil nascidos vivos",,-1,"0,6 internações por mil habitantes","425,791 km²",,-1,"68,4 %","51,8 %","10,7 %"
0,artur-nogueira,sp,44.177 pessoas,689º,139º,"248,15 hab/km²","2,5 salários mínimos",602º,187º,10.323 pessoas,"19,3 %","98,3 %",,-1,"6,5","4,8","20.795,40 R$",602º,-1,"66,9 %","151.691,37 R$ (×1000)","141.937,11 R$ (×1000)","7,36 óbitos por mil nascidos vivos",,-1,0 internações por mil habitantes,"178,026 km²",,-1,"90,8 %","91,2 %","8,6 %"
0,aruana,go,7.496 pessoas,3494º,115º,"2,46 hab/km²","1,9 salários mínimos",649º,116º,995 pessoas,"10,3 %","97,5 %",-1,-1,"7,4","5,2","22.868,59 R$",649º,-1,"72,1 %","30.834,57 R$ (×1000)","25.799,20 R$ (×1000)","25,00 óbitos por mil nascidos vivos",,-1,"0,6 internações por mil habitantes","3.055,292 km²",-1,-1,"29,4 %","84,5 %","0,1 %"
0,ascurra,sc,7.412 pessoas,3520º,148º,"66,83 hab/km²","2,0 salários mínimos",-1,193º,3.156 pessoas,"40,0 %",98 %,,-1,"6,4","4,5","24.440,55 R$",-1,-1,"80,2 %","20.927,56 R$ (×1000)","17.873,09 R$ (×1000)",- óbitos por mil nascidos vivos,-1,-1,"0,9 internações por mil habitantes","112,884 km²",-1,-1,"87,1 %","2,7 %","19,6 %"
0,assai,pr,16.354 pessoas,2024º,107º,"37,14 hab/km²","2,0 salários mínimos",-1,239º,2.683 pessoas,"17,5 %",98 %,,107º,"6,3","4,8","24.705,04 R$",-1,,76 %,"47.740,26 R$ (×1000)","39.980,47 R$ (×1000)",- óbitos por mil nascidos vivos,239º,,"7,1 internações por mil habitantes","440,347 km²",-1,107º,"52,8 %","79,3 %","36,9 %"
0,assis,sp,95.144 pessoas,298º,76º,"206,70 hab/km²","2,5 salários mínimos",718º,187º,25.701 pessoas,"24,8 %","98,9 %",,-1,"6,7","4,9","32.100,85 R$",718º,,"59,9 %","354.752,03 R$ (×1000)","288.566,59 R$ (×1000)","7,69 óbitos por mil nascidos vivos",,-1,"0,6 internações por mil habitantes","460,609 km²",-1,-1,98 %,"95,7 %",21 %
0,assis-chateaubriand,pr,33.025 pessoas,932º,46º,"34,06 hab/km²","2,2 salários mínimos",,113º,6.879 pessoas,"20,6 %","98,6 %",932º,,"7,0","4,5","33.808,38 R$",,-1,"77,2 %","110.029,78 R$ (×1000)","93.861,29 R$ (×1000)","6,38 óbitos por mil nascidos vivos",,,"3,3 internações por mil habitantes","969,587 km²",1455º,,"44,7 %","91,3 %","41,6 %"
0,assuncao,pb,3.522 pessoas,4868º,187º,"27,86 hab/km²","1,6 salários mínimos",-1,117º,364 pessoas,"9,4 %",99 %,,-1,"4,7","3,7","9.427,57 R$",-1,,98 %,"14.571,05 R$ (×1000)","14.208,01 R$ (×1000)",- óbitos por mil nascidos vivos,-1,-1,"3,1 internações por mil habitantes","132,139 km²",-1,-1,"46,7 %","52,9 %",0 %
0,astolfo-dutra,mg,13.049 pessoas,2455º,280º,"82,13 hab/km²","1,3 salários mínimos",,836º,3.857 pessoas,"27,4 %","98,6 %",,-1,"6,0","4,9","21.248,44 R$",,-1,"91,3 %","32.961,21 R$ (×1000)","28.837,08 R$ (×1000)","31,50 óbitos por mil nascidos vivos",-1,-1,1 internações por mil habitantes,"158,891 km²",-1,-1,"41,5 %","96,3 %","46,8 %"
0,astorga,pr,24.698 pessoas,1306º,71º,"56,80 hab/km²","1,8 salários mínimos",-1,358º,6.497 pessoas,"25,0 %","97,4 %",,,"7,0","4,8","27.526,81 R$",-1,,"75,5 %","81.604,54 R$ (×1000)","69.112,09 R$ (×1000)","9,52 óbitos por mil nascidos vivos",3263º,,2 internações por mil habitantes,"434,792 km²",,,"60,5 %","92,3 %","63,4 %"
0,atibaia,sp,126.603 pessoas,206º,56º,"264,57 hab/km²","2,8 salários mínimos",474º,97º,45.829 pessoas,"32,4 %","97,3 %",,-1,"7,3","5,4","44.119,90 R$",474º,,"55,5 %","489.342,76 R$ (×1000)","465.279,38 R$ (×1000)","11,07 óbitos por mil nascidos vivos",3221º,-1,"0,1 internações por mil habitantes","478,521 km²",-1,-1,"80,8 %",67 %,"33,7 %"
0,atilio-vivacqua,es,9.850 pessoas,3069º,67º,"44,08 hab/km²","1,6 salários mínimos",-1,74º,2.945 pessoas,"25,0 %","97,6 %",,-1,"5,6","4,7","22.481,17 R$",-1,,"90,4 %","37.510,55 R$ (×1000)","31.766,08 R$ (×1000)",- óbitos por mil nascidos vivos,3069º,-1,"0,6 internações por mil habitantes","232,868 km²",,-1,"73,9 %","94,9 %","25,7 %"
0,auriflama,sp,14.202 pessoas,2274º,307º,"32,72 hab/km²","1,9 salários mínimos",,557º,3.509 pessoas,"23,2 %","98,8 %",,-1,"6,7","5,3","19.494,28 R$",,,"85,4 %","43.953,08 R$ (×1000)","39.070,90 R$ (×1000)","5,85 óbitos por mil nascidos vivos",,-1,"1,8 internações por mil habitantes","434,498 km²",,-1,"92,3 %","95,2 %","28,6 %"
0,aurilandia,go,3.650 pessoas,4816º,178º,"6,46 hab/km²","2,1 salários mínimos",-1,68º,311 pessoas,"9,8 %","97,5 %",-1,,"6,4","5,5","16.804,42 R$",-1,-1,"81,9 %","15.499,30 R$ (×1000)","13.954,31 R$ (×1000)",- óbitos por mil nascidos vivos,2904º,-1,"1,4 internações por mil habitantes","564,836 km²",,,"2,3 %","88,4 %","0,6 %"
0,avare,sp,82.934 pessoas,341º,85º,"68,37 hab/km²","2,2 salários mínimos",-1,333º,23.433 pessoas,"26,0 %","97,9 %",,-1,"6,3","5,0","29.292,24 R$",-1,,"70,4 %","312.718,50 R$ (×1000)","278.557,38 R$ (×1000)","11,49 óbitos por mil nascidos vivos",-1,-1,1 internações por mil habitantes,"1.213,055 km²",-1,-1,"95,6 %","82,1 %","4,8 %"
0,aveiro,pa,15.849 pessoas,2065º,113º,"0,93 hab/km²","2,0 salários mínimos",-1,56º,760 pessoas,"4,6 %","96,1 %",-1,-1,"3,6","3,2","9.074,85 R$",-1,,-,"34.428,66 R$ (×1000)","32.506,00 R$ (×1000)","18,75 óbitos por mil nascidos vivos",-1,-1,"0,1 internações por mil habitantes","17.074,053 km²",-1,-1,"7,5 %","51,4 %",0 %
0,avelino-lopes,pi,11.067 pessoas,2752º,49º,"8,48 hab/km²","1,5 salários mínimos",-1,190º,678 pessoas,"6,0 %","97,2 %",,-1,"5,0","2,8","6.759,80 R$",-1,,"70,5 %","24.904,75 R$ (×1000)","25.656,76 R$ (×1000)","5,26 óbitos por mil nascidos vivos",,-1,"3,9 internações por mil habitantes","1.218,072 km²",-1,-1,"1,3 %","69,1 %",0 %
0,bacabal,ma,100.014 pessoas,283º,9º,"59,43 hab/km²","1,8 salários mínimos",,106º,9.608 pessoas,"9,2 %","97,2 %",,-1,"5,1","4,2","11.010,12 R$",,,"92,8 %","197.416,41 R$ (×1000)","186.109,21 R$ (×1000)","8,44 óbitos por mil nascidos vivos",3263º,-1,"5,3 internações por mil habitantes","1.683,075 km²",-1,-1,"30,3 %","44,8 %","7,9 %"
0,bacabeira,ma,14.925 pessoas,2179º,125º,"24,25 hab/km²","1,9 salários mínimos",-1,70º,1.585 pessoas,"9,4 %","98,4 %",-1,-1,"4,8","4,0","19.928,28 R$",-1,11º,"72,8 %","52.890,28 R$ (×1000)","45.827,23 R$ (×1000)","7,17 óbitos por mil nascidos vivos",,-1,"0,5 internações por mil habitantes","542,962 km²",-1,-1,31 %,"66,4 %","6,2 %"
0,bacurituba,ma,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,bage,rs,116.794 pessoas,225º,17º,"28,52 hab/km²","2,9 salários mínimos",-1,36º,23.280 pessoas,"19,2 %","97,6 %",-1,-1,"5,4","4,0","24.601,29 R$",-1,,"59,4 %","343.433,63 R$ (×1000)","352.375,09 R$ (×1000)","17,64 óbitos por mil nascidos vivos",,-1,"0,9 internações por mil habitantes","4.090,360 km²",,-1,"85,3 %","88,8 %",26 %
0,baia-da-traicao,pb,8.012 pessoas,3377º,96º,"78,27 hab/km²","1,4 salários mínimos",-1,200º,763 pessoas,"8,5 %","98,7 %",,-1,"3,8","3,3","8.798,80 R$",-1,-1,"93,6 %","21.052,18 R$ (×1000)","19.773,68 R$ (×1000)","11,70 óbitos por mil nascidos vivos",-1,-1,"0,2 internações por mil habitantes","102,756 km²",,-1,"11,6 %","38,9 %","5,7 %"
0,baixa-grande,ba,20.060 pessoas,1642º,167º,"21,19 hab/km²","2,1 salários mínimos",,59º,1.301 pessoas,"6,4 %","97,2 %",,,"4,5","3,1","6.601,63 R$",,-1,"94,5 %","42.685,92 R$ (×1000)","42.958,69 R$ (×1000)","17,94 óbitos por mil nascidos vivos",,,5 internações por mil habitantes,"967,514 km²",1459º,,"34,9 %","66,5 %","14,2 %"
0,baixa-grande-do-ribeiro,pi,10.516 pessoas,2893º,53º,"1,35 hab/km²","2,2 salários mínimos",-1,10º,1.832 pessoas,"15,9 %","96,4 %",,-1,"5,4","4,9","65.454,41 R$",-1,147º,"87,2 %","48.566,32 R$ (×1000)","40.902,56 R$ (×1000)","20,00 óbitos por mil nascidos vivos",,-1,"0,4 internações por mil habitantes","7.808,915 km²",-1,-1,"2,1 %","16,1 %",0 %
0,baixo-guandu,es,29.081 pessoas,1088º,22º,"31,71 hab/km²","1,8 salários mínimos",-1,52º,6.141 pessoas,"19,9 %","97,2 %",1088º,-1,"5,8","4,4","19.494,23 R$",-1,-1,"80,3 %","83.754,82 R$ (×1000)","72.768,38 R$ (×1000)","16,55 óbitos por mil nascidos vivos",3263º,-1,"5,9 internações por mil habitantes","909,039 km²",1554º,-1,"77,7 %","88,8 %","27,6 %"
0,baldim,mg,7.913 pessoas,3405º,430º,"14,23 hab/km²","1,9 salários mínimos",-1,182º,1.290 pessoas,"16,4 %","96,5 %",,-1,"6,5","4,7","13.369,77 R$",-1,-1,"89,7 %","19.147,93 R$ (×1000)","16.900,00 R$ (×1000)","26,67 óbitos por mil nascidos vivos",-1,-1,"0,1 internações por mil habitantes","556,266 km²",-1,-1,"55,5 %","93,3 %","5,6 %"
0,balneario-camboriu,sc,108.089 pessoas,250º,11º,"2.337,67 hab/km²","2,5 salários mínimos",,46º,61.950 pessoas,"44,7 %","98,3 %",-1,-1,"6,4","5,2","38.061,55 R$",,,"26,9 %","784.576,90 R$ (×1000)","717.713,61 R$ (×1000)","8,26 óbitos por mil nascidos vivos",-1,-1,"0,1 internações por mil habitantes","45,214 km²",-1,-1,"98,7 %","78,1 %","89,6 %"
0,balneario-picarras,sc,17.078 pessoas,1954º,71º,"171,79 hab/km²","2,4 salários mínimos",,63º,5.181 pessoas,"23,0 %","95,5 %",,-1,"6,2","5,2","38.340,72 R$",,-1,"57,4 %","99.756,12 R$ (×1000)","94.787,66 R$ (×1000)","7,89 óbitos por mil nascidos vivos",-1,-1,"0,1 internações por mil habitantes","99,355 km²",,-1,"90,6 %","24,3 %","34,7 %"
0,balneario-pinhal,rs,10.856 pessoas,2807º,154º,"104,63 hab/km²","2,2 salários mínimos",-1,273º,1.900 pessoas,"13,8 %","97,9 %",-1,-1,"5,1","4,1","17.299,55 R$",-1,-1,"65,5 %","51.658,84 R$ (×1000)","40.349,65 R$ (×1000)",- óbitos por mil nascidos vivos,-1,-1,"0,2 internações por mil habitantes","102,386 km²",,-1,"69,5 %","50,3 %","0,9 %"
0,balsas,ma,83.528 pessoas,338º,10º,"6,36 hab/km²","2,1 salários mínimos",-1,30º,18.726 pessoas,"20,0 %","94,4 %",999º,-1,"4,6","3,9","32.142,28 R$",-1,5º,"88,1 %","226.600,05 R$ (×1000)","221.466,70 R$ (×1000)","19,19 óbitos por mil nascidos vivos",-1,-1,"5,7 internações por mil habitantes","13.141,757 km²",-1,-1,18 %,"32,9 %","0,6 %"
0,banabuiu,ce,17.315 pessoas,1910º,113º,"16,03 hab/km²","1,7 salários mínimos",-1,49º,1.509 pessoas,"8,3 %",98 %,-1,-1,"5,7","4,4","9.157,88 R$",-1,-1,"91,9 %","46.068,90 R$ (×1000)","42.192,56 R$ (×1000)","15,27 óbitos por mil nascidos vivos",-1,-1,"0,8 internações por mil habitantes","1.080,986 km²",1340º,-1,"17,6 %",88 %,"1,7 %"
0,bananeiras,pb,21.851 pessoas,1508º,26º,"84,72 hab/km²","1,6 salários mínimos",696º,117º,1.635 pessoas,"7,7 %","94,6 %",,-1,"4,5","2,9","10.987,28 R$",696º,,"87,9 %","47.274,32 R$ (×1000)","50.559,92 R$ (×1000)","24,39 óbitos por mil nascidos vivos",,-1,"3,4 internações por mil habitantes","255,641 km²",-1,-1,"26,6 %","94,2 %","10,5 %"
0,bandeirantes,ms,6.609 pessoas,3738º,63º,"2,12 hab/km²","2,0 salários mínimos",-1,57º,1.155 pessoas,"16,9 %","97,6 %",,-1,"5,3","4,5","48.140,78 R$",-1,367º,-,"32.383,98 R$ (×1000)","27.736,80 R$ (×1000)","11,11 óbitos por mil nascidos vivos",-1,-1,"0,3 internações por mil habitantes","3.099,834 km²",-1,-1,"4,3 %","93,4 %",0 %
0,bandeirantes,pr,32.184 pessoas,963º,50º,"72,29 hab/km²","2,1 salários mínimos",,168º,7.516 pessoas,"23,8 %","97,8 %",963º,,"6,0","4,0","22.389,79 R$",,-1,"79,6 %","73.915,04 R$ (×1000)","61.630,87 R$ (×1000)","8,97 óbitos por mil nascidos vivos",221º,-1,"4,7 internações por mil habitantes","445,192 km²",,,87 %,"97,1 %","28,8 %"
0,barao-de-cocais,mg,28.442 pessoas,1119º,115º,"83,51 hab/km²","2,4 salários mínimos",718º,68º,5.499 pessoas,"17,0 %","98,9 %",1119º,-1,"6,3","4,8","22.747,52 R$",718º,-1,"74,3 %","84.239,86 R$ (×1000)","81.617,24 R$ (×1000)","18,87 óbitos por mil nascidos vivos",,-1,"0,3 internações por mil habitantes","340,140 km²",,-1,"84,7 %","36,4 %","23,3 %"
0,barao-de-melgaco,mt,7.591 pessoas,3471º,85º,"0,68 hab/km²","1,9 salários mínimos",-1,132º,454 pessoas,"5,3 %","86,3 %",-1,-1,"5,5","4,1","10.768,66 R$",-1,,"82,5 %",- R$ (×1000),- R$ (×1000),"13,16 óbitos por mil nascidos vivos",,-1,"0,3 internações por mil habitantes","11.427,731 km²",,-1,"23,3 %","43,1 %","22,6 %"
0,barbacena,mg,126.284 pessoas,207º,19º,"166,34 hab/km²","2,2 salários mínimos",,91º,30.170 pessoas,"22,1 %","98,4 %",,-1,"6,7","4,8","19.631,86 R$",,,"67,9 %","344.024,75 R$ (×1000)","320.991,76 R$ (×1000)","10,22 óbitos por mil nascidos vivos",3077º,-1,"0,5 internações por mil habitantes","759,186 km²",-1,-1,"87,3 %","16,7 %","34,9 %"
0,barbalha,ce,55.323 pessoas,540º,27º,"97,14 hab/km²","1,8 salários mínimos",,28º,10.691 pessoas,"17,8 %","98,3 %",,-1,"6,2","5,3","15.488,08 R$",,,"92,2 %","243.774,86 R$ (×1000)","227.251,72 R$ (×1000)","15,27 óbitos por mil nascidos vivos",3263º,-1,2 internações por mil habitantes,"608,158 km²",-1,-1,"17,8 %","94,7 %","8,9 %"
0,barbosa-ferraz,pr,12.656 pessoas,2508º,153º,"23,50 hab/km²","2,0 salários mínimos",-1,239º,1.442 pessoas,"12,3 %","98,2 %",,,"5,3","4,1","17.627,25 R$",-1,-1,86 %,"36.116,20 R$ (×1000)","31.640,69 R$ (×1000)","16,81 óbitos por mil nascidos vivos",,,4 internações por mil habitantes,"538,636 km²",,,"37,2 %",41 %,"25,4 %"
0,barcelona,rn,3.950 pessoas,4680º,132º,"25,88 hab/km²","1,5 salários mínimos",-1,140º,389 pessoas,"9,7 %","98,6 %",1139º,-1,"4,7","4,0","8.680,27 R$",-1,,-,"14.562,56 R$ (×1000)","13.054,17 R$ (×1000)",- óbitos por mil nascidos vivos,-1,-1,"0,5 internações por mil habitantes","152,626 km²",-1,-1,"23,7 %","78,3 %","5,4 %"
