,cidade,estado,habitantes,ranking_habitantes_pais,ranking_habitantes_estado,densidade_demografica,salario_medio,ranking_salario_pais,ranking_salario_estado,pessoas_ocupadas,porcentagem_ocupada,escolarizacao_6_14,ranking_escolaridade_pais,ranking_escolaridade_estado,anos_inicias_fundamental_publico,anos_inicias_fundamental_particular,pib_per_capta,ranking_pib_pais,ranking_pib_estado,percentual_receita_externa,total_receitas_realizadas,total_receitas_empenhadas,mortalidade_infantil,ranking_mortalidade_pais,ranking_mortalidade_estado,internacoes_diarreia,area_territorial,ranking_area_pais,ranking_area_estado,percentual_esgoto,percentual_arborizacao_publica,percentual_urbanizacao_publica
0,milha,ce,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,mimoso-do-sul,es,25.902 pessoas,1223º,26º,"29,79 hab/km²","1,9 salários mínimos",-1,34º,3.260 pessoas,"12,4 %","97,2 %",1223º,-1,"5,8","4,2","16.889,55 R$",-1,-1,"84,1 %","70.206,98 R$ (×1000)","63.382,90 R$ (×1000)","3,37 óbitos por mil nascidos vivos",,-1,"1,6 internações por mil habitantes","869,439 km²",1593º,-1,"49,1 %","68,2 %","39,4 %"
0,minacu,go,31.154 pessoas,1011º,35º,"10,89 hab/km²","2,6 salários mínimos",,20º,3.566 pessoas,"12,1 %","98,6 %",1011º,-1,"6,2","5,0","29.714,15 R$",,2º,"79,9 %","110.134,59 R$ (×1000)","98.922,35 R$ (×1000)",- óbitos por mil nascidos vivos,-1,-1,"0,5 internações por mil habitantes","2.860,735 km²",-1,-1,"55,2 %","97,9 %","16,6 %"
0,minas-novas,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,mineiros,go,52.935 pessoas,562º,20º,"5,84 hab/km²","2,5 salários mínimos",602º,23º,15.786 pessoas,"24,1 %","97,3 %",,-1,"6,5","5,7","38.452,56 R$",602º,,"59,7 %","264.290,15 R$ (×1000)","222.196,13 R$ (×1000)","13,21 óbitos por mil nascidos vivos",3221º,-1,"2,6 internações por mil habitantes","9.038,775 km²",,-1,"87,3 %","86,4 %","25,8 %"
0,mirabela,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,miracatu,sp,20.592 pessoas,1588º,240º,"20,56 hab/km²","2,0 salários mínimos",-1,485º,2.818 pessoas,"14,1 %","97,1 %",-1,-1,"6,0","4,6","21.029,70 R$",-1,-1,"67,8 %","68.104,84 R$ (×1000)","63.915,42 R$ (×1000)","30,10 óbitos por mil nascidos vivos",,-1,0 internações por mil habitantes,"1.001,484 km²",1416º,-1,"58,9 %","13,3 %","12,7 %"
0,miracema,rj,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,miracema-do-tocantins,to,20.684 pessoas,1583º,10º,"7,79 hab/km²","2,1 salários mínimos",569º,8º,2.200 pessoas,"11,8 %","97,1 %",,-1,"5,0","4,2","27.317,54 R$",569º,2º,"94,1 %","55.727,94 R$ (×1000)","50.645,37 R$ (×1000)","27,59 óbitos por mil nascidos vivos",,-1,"1,3 internações por mil habitantes","2.663,745 km²",-1,-1,"13,7 %","85,7 %","1,8 %"
0,miradouro,mg,10.251 pessoas,2999º,355º,"33,98 hab/km²","1,6 salários mínimos",466º,515º,1.112 pessoas,"10,4 %","98,3 %",,-1,"6,7","5,0","12.004,22 R$",466º,-1,"94,8 %","26.147,19 R$ (×1000)","22.401,45 R$ (×1000)","28,99 óbitos por mil nascidos vivos",2999º,-1,"0,4 internações por mil habitantes","301,672 km²",-1,-1,"62,4 %","86,2 %",42 %
0,mira-estrela,sp,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,mirai,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,miraima,ce,12.800 pessoas,2492º,144º,"18,29 hab/km²","1,5 salários mínimos",,119º,850 pessoas,"6,2 %","98,6 %",1139º,-1,"5,2","4,3","6.389,42 R$",,-1,"94,5 %","31.540,71 R$ (×1000)","31.469,48 R$ (×1000)","23,12 óbitos por mil nascidos vivos",,-1,1 internações por mil habitantes,"708,678 km²",5º,-1,"19,8 %","96,2 %","4,2 %"
0,miranda,ms,25.595 pessoas,1248º,16º,"4,67 hab/km²","1,9 salários mínimos",-1,69º,3.904 pessoas,"14,0 %","94,3 %",-1,-1,"4,5","3,7","18.195,48 R$",-1,,-,"70.250,75 R$ (×1000)","64.621,44 R$ (×1000)","16,57 óbitos por mil nascidos vivos",-1,-1,"0,7 internações por mil habitantes","5.471,436 km²",-1,-1,"36,3 %","95,8 %","5,2 %"
0,miranda-do-norte,ma,24.427 pessoas,1327º,68º,"71,61 hab/km²","1,9 salários mínimos",-1,70º,1.373 pessoas,"4,9 %","93,8 %",,-1,"5,2","4,2","17.151,67 R$",-1,15º,"93,5 %",- R$ (×1000),- R$ (×1000),"5,60 óbitos por mil nascidos vivos",,-1,"3,5 internações por mil habitantes","341,107 km²",-1,-1,"5,9 %","35,1 %","7,1 %"
0,mirangaba,ba,16.279 pessoas,2036º,215º,"9,59 hab/km²","1,8 salários mínimos",696º,186º,877 pessoas,"4,8 %","98,4 %",848º,,"4,6","3,3","5.743,03 R$",696º,,"95,4 %","41.295,21 R$ (×1000)","40.059,46 R$ (×1000)","24,39 óbitos por mil nascidos vivos",215º,-1,"0,8 internações por mil habitantes","1.751,778 km²",-1,,"18,1 %","39,6 %","2,4 %"
0,miranorte,to,12.623 pessoas,2511º,15º,"12,24 hab/km²","1,8 salários mínimos",-1,30º,1.489 pessoas,"11,1 %",97 %,-1,-1,"5,3","3,4","16.295,83 R$",-1,,87 %,"31.024,98 R$ (×1000)","26.607,77 R$ (×1000)","6,10 óbitos por mil nascidos vivos",3263º,-1,"2,1 internações por mil habitantes","1.027,916 km²",1388º,-1,"2,1 %","60,8 %","0,6 %"
0,miraselva,pr,1.862 pessoas,5477º,396º,"20,62 hab/km²","2,3 salários mínimos",-1,71º,314 pessoas,"17,3 %","99,6 %",1019º,-1,"6,2","4,1","23.899,40 R$",-1,,95 %,"14.141,10 R$ (×1000)","11.105,71 R$ (×1000)",- óbitos por mil nascidos vivos,,-1,-,"90,294 km²",-1,-1,"12,3 %",100 %,"60,3 %"
0,mirassol,sp,53.792 pessoas,554º,117º,"221,10 hab/km²","2,5 salários mínimos",602º,187º,15.968 pessoas,"26,9 %","93,5 %",,-1,"6,5","5,5","33.298,79 R$",602º,,"63,2 %","163.458,63 R$ (×1000)","150.439,15 R$ (×1000)","6,93 óbitos por mil nascidos vivos",-1,-1,"1,5 internações por mil habitantes","243,228 km²",-1,-1,"97,7 %","97,9 %",11 %
0,missal,pr,10.474 pessoas,2903º,185º,"32,29 hab/km²","2,3 salários mínimos",,71º,2.334 pessoas,"21,8 %","97,5 %",1019º,,"6,8","5,5","29.354,30 R$",,-1,"58,5 %","54.189,82 R$ (×1000)","47.071,99 R$ (×1000)","7,41 óbitos por mil nascidos vivos",2903º,,"4,8 internações por mil habitantes","324,397 km²",-1,,"20,2 %","83,5 %","48,6 %"
0,missao-velha,ce,34.274 pessoas,902º,54º,"53,08 hab/km²","1,7 salários mínimos",-1,49º,3.058 pessoas,"8,6 %","96,8 %",902º,-1,"4,9","4,4","17.407,05 R$",-1,14º,"90,4 %","75.644,03 R$ (×1000)","68.822,84 R$ (×1000)","10,27 óbitos por mil nascidos vivos",3063º,-1,"16,1 internações por mil habitantes","613,317 km²",-1,-1,"9,7 %","85,6 %","2,2 %"
0,mococa,sp,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,modelo,sc,4.045 pessoas,4646º,212º,"44,40 hab/km²","1,9 salários mínimos",-1,238º,969 pessoas,"23,1 %",100 %,,-1,"6,9","4,7","25.774,79 R$",-1,-1,"86,7 %","19.594,15 R$ (×1000)","17.292,32 R$ (×1000)","45,45 óbitos por mil nascidos vivos",,-1,"7,2 internações por mil habitantes","92,346 km²",,-1,"25,1 %","78,2 %","28,5 %"
0,moeda,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,mogi-das-cruzes,sp,387.779 pessoas,54º,13º,"544,12 hab/km²","2,6 salários mínimos",,157º,113.104 pessoas,"25,7 %","97,7 %",932º,-1,"6,8","4,8","33.350,06 R$",,,"53,5 %","1.496.004,06 R$ (×1000)","1.450.291,41 R$ (×1000)","9,46 óbitos por mil nascidos vivos",3249º,-1,"0,3 internações por mil habitantes","712,541 km²",,-1,"85,5 %","62,2 %","28,7 %"
0,mogi-guacu,sp,137.245 pessoas,194º,52º,"168,99 hab/km²","2,9 salários mínimos",,82º,42.490 pessoas,"28,2 %","97,9 %",,-1,"6,8","5,6","37.199,26 R$",,,"70,1 %","508.193,50 R$ (×1000)","455.038,22 R$ (×1000)","11,17 óbitos por mil nascidos vivos",-1,-1,"0,5 internações por mil habitantes","812,753 km²",,-1,"96,2 %","92,8 %","29,6 %"
0,mogi-mirim,sp,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,moju,pa,70.018 pessoas,423º,20º,"7,70 hab/km²","1,9 salários mínimos",,74º,7.870 pessoas,"9,7 %","93,1 %",,-1,"4,8","3,8","11.179,94 R$",,,"94,5 %","150.468,65 R$ (×1000)","164.104,16 R$ (×1000)","17,09 óbitos por mil nascidos vivos",-1,-1,"14,3 internações por mil habitantes","9.094,139 km²",-1,-1,"5,5 %","7,4 %","2,4 %"
0,mombaca,ce,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,moncao,ma,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,mondai,sc,10.231 pessoas,3010º,120º,"50,61 hab/km²","2,1 salários mínimos",-1,159º,2.899 pessoas,"25,0 %","96,1 %",,-1,"6,5","5,5","50.555,54 R$",-1,321º,"87,9 %","37.040,35 R$ (×1000)","31.547,52 R$ (×1000)","16,53 óbitos por mil nascidos vivos",3010º,-1,"4,7 internações por mil habitantes","200,276 km²",,-1,"27,6 %","45,2 %",33 %
0,mongagua,sp,46.293 pessoas,651º,135º,"326,00 hab/km²","2,4 salários mínimos",787º,230º,7.398 pessoas,"13,3 %","98,3 %",-1,-1,"6,1","4,8","18.173,41 R$",787º,,"53,6 %","211.556,84 R$ (×1000)","186.525,61 R$ (×1000)","23,91 óbitos por mil nascidos vivos",,-1,"0,1 internações por mil habitantes","143,205 km²",-1,-1,"85,4 %","56,3 %","11,1 %"
0,monjolos,mg,2.360 pessoas,5336º,820º,"3,63 hab/km²","2,1 salários mínimos",-1,117º,316 pessoas,"14,1 %","97,4 %",-1,-1,"6,3","3,7","17.738,77 R$",-1,-1,88 %,"13.599,14 R$ (×1000)","11.230,74 R$ (×1000)",- óbitos por mil nascidos vivos,3079º,-1,-,"650,911 km²",,-1,"2,6 %","51,4 %",4 %
0,monsenhor-gil,pi,10.333 pessoas,2953º,57º,"18,17 hab/km²","2,0 salários mínimos",-1,35º,697 pessoas,"6,6 %","98,8 %",,4º,"5,8","4,5","8.745,55 R$",-1,-1,91 %,"24.182,98 R$ (×1000)","21.251,45 R$ (×1000)","38,46 óbitos por mil nascidos vivos",2953º,-1,"0,3 internações por mil habitantes","567,545 km²",-1,4º,"25,9 %","48,2 %","0,2 %"
0,monsenhor-tabosa,ce,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,montanha,es,17.849 pessoas,1854º,40º,"16,24 hab/km²","1,9 salários mínimos",-1,34º,2.867 pessoas,"15,3 %","98,8 %",834º,-1,"5,5","4,1","17.721,26 R$",-1,1º,"89,4 %","57.156,91 R$ (×1000)","49.343,84 R$ (×1000)","7,38 óbitos por mil nascidos vivos",,-1,"7,4 internações por mil habitantes","1.099,060 km²",1323º,-1,"74,6 %",86 %,"37,6 %"
0,monte-alegre,pa,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,monte-alegre-de-goias,go,7.730 pessoas,3449º,110º,"2,48 hab/km²","1,7 salários mínimos",-1,188º,474 pessoas,"5,6 %","95,7 %",,-1,"4,6","4,3","9.629,97 R$",-1,,"94,5 %","18.036,98 R$ (×1000)","15.772,51 R$ (×1000)","21,98 óbitos por mil nascidos vivos",,-1,-,"3.119,808 km²",-1,-1,"8,3 %","5,4 %",0 %
0,monte-alegre-de-minas,mg,19.619 pessoas,1684º,182º,"7,56 hab/km²","1,8 salários mínimos",-1,256º,3.011 pessoas,"14,3 %","94,5 %",,-1,"5,8","4,2","26.149,13 R$",-1,-1,"76,6 %","71.267,64 R$ (×1000)","64.171,95 R$ (×1000)","7,17 óbitos por mil nascidos vivos",3263º,-1,"0,3 internações por mil habitantes","2.595,957 km²",-1,-1,"73,7 %","88,1 %","35,1 %"
0,monte-alegre-do-piaui,pi,10.345 pessoas,2948º,56º,"4,28 hab/km²","1,9 salários mínimos",630º,54º,741 pessoas,"7,0 %","98,3 %",-1,-1,"3,7","4,0","14.847,26 R$",630º,17º,"95,4 %","30.161,72 R$ (×1000)","27.518,01 R$ (×1000)","9,90 óbitos por mil nascidos vivos",2948º,-1,"0,4 internações por mil habitantes","2.417,933 km²",-1,-1,2 %,"41,3 %",0 %
0,monte-alegre-do-sul,sp,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,monte-alto,sp,46.642 pessoas,647º,133º,"134,61 hab/km²","2,6 salários mínimos",,157º,14.753 pessoas,"29,4 %","98,6 %",1139º,-1,"6,6","5,3","32.468,71 R$",,-1,"76,9 %","136.384,82 R$ (×1000)","122.760,63 R$ (×1000)","18,40 óbitos por mil nascidos vivos",3120º,-1,"1,4 internações por mil habitantes","346,950 km²",-1,-1,"95,3 %","97,3 %","30,2 %"
0,monte-aprazivel,sp,21.746 pessoas,1517º,232º,"43,76 hab/km²","2,4 salários mínimos",,230º,5.072 pessoas,"20,5 %","98,8 %",,-1,"6,6","5,1","29.700,73 R$",,,86 %,"66.523,96 R$ (×1000)","59.848,47 R$ (×1000)","4,39 óbitos por mil nascidos vivos",,-1,"8,2 internações por mil habitantes","495,559 km²",,-1,"89,7 %","97,6 %","25,4 %"
0,monte-azul-paulista,sp,18.931 pessoas,1742º,253º,"71,86 hab/km²","2,2 salários mínimos",,333º,5.782 pessoas,"30,4 %","98,6 %",,-1,"6,8","5,1","29.239,54 R$",,-1,"75,8 %","70.925,70 R$ (×1000)","66.870,13 R$ (×1000)","8,70 óbitos por mil nascidos vivos",-1,-1,"7,6 internações por mil habitantes","263,462 km²",,-1,"92,4 %","97,4 %","23,3 %"
0,monte-belo,mg,13.061 pessoas,2452º,279º,"31,00 hab/km²","2,0 salários mínimos",,145º,3.729 pessoas,"28,3 %","98,2 %",-1,4º,"6,3","5,2","21.033,72 R$",,-1,"84,3 %","34.048,11 R$ (×1000)","28.909,42 R$ (×1000)","7,19 óbitos por mil nascidos vivos",,-1,"0,7 internações por mil habitantes","421,283 km²",,4º,"69,5 %","66,5 %","64,2 %"
0,monte-carlo,sc,9.312 pessoas,3127º,130º,"48,12 hab/km²","1,9 salários mínimos",-1,238º,2.002 pessoas,"20,4 %","98,6 %",1139º,-1,"5,7","4,3","14.007,04 R$",-1,-1,"84,2 %","29.146,11 R$ (×1000)","26.489,69 R$ (×1000)",- óbitos por mil nascidos vivos,3127º,-1,"1,2 internações por mil habitantes","191,278 km²",-1,-1,"45,3 %","7,3 %","2,2 %"
0,monte-carmelo,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,monte-castelo,sp,4.063 pessoas,4638º,536º,"17,47 hab/km²","2,0 salários mínimos",-1,485º,602 pessoas,"14,5 %","98,2 %",,-1,"7,3","4,8","24.294,40 R$",-1,-1,"83,8 %","22.572,17 R$ (×1000)","18.067,72 R$ (×1000)",- óbitos por mil nascidos vivos,,-1,"3,8 internações por mil habitantes","233,547 km²",-1,-1,"78,7 %","76,5 %","15,9 %"
0,monteiro,pb,30.852 pessoas,1034º,16º,"31,28 hab/km²","1,8 salários mínimos",-1,31º,3.401 pessoas,"10,3 %","97,5 %",1034º,-1,"5,9","4,5","14.894,15 R$",-1,15º,82 %,"75.035,17 R$ (×1000)","74.260,97 R$ (×1000)","14,23 óbitos por mil nascidos vivos",3263º,-1,"1,9 internações por mil habitantes","992,620 km²",1426º,-1,"56,1 %",89 %,"0,8 %"
0,monte-mor,sp,48.949 pessoas,618º,125º,"203,61 hab/km²","3,2 salários mínimos",,43º,14.043 pessoas,"23,9 %","97,2 %",,-1,"6,4","5,1","50.978,28 R$",,313º,"76,4 %","208.286,36 R$ (×1000)","188.798,01 R$ (×1000)","12,96 óbitos por mil nascidos vivos",-1,-1,"0,2 internações por mil habitantes","240,566 km²",,-1,68 %,"88,9 %","44,3 %"
0,montenegro,rs,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,monte-negro,ro,14.091 pessoas,2303º,26º,"7,30 hab/km²","1,6 salários mínimos",-1,49º,1.451 pessoas,"9,2 %","93,5 %",-1,-1,"5,3","4,9","16.573,47 R$",-1,-1,"87,1 %","37.621,57 R$ (×1000)","32.938,98 R$ (×1000)","10,00 óbitos por mil nascidos vivos",3131º,-1,"0,2 internações por mil habitantes","1.931,378 km²",-1,-1,"1,2 %",16 %,"1,4 %"
0,monte-santo,ba,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,monte-santo-de-minas,mg,21.234 pessoas,1546º,166º,"35,71 hab/km²","1,7 salários mínimos",-1,369º,3.733 pessoas,"17,3 %","98,3 %",,3º,"6,4","4,8","16.287,85 R$",-1,-1,"86,2 %","48.801,61 R$ (×1000)","43.342,52 R$ (×1000)","14,35 óbitos por mil nascidos vivos",,-1,"1,4 internações por mil habitantes","594,632 km²",-1,3º,"85,5 %",68 %,"30,5 %"
0,montes-claros,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,montes-claros-de-goias,go,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,monte-siao,mg,21.203 pessoas,1548º,167º,"72,71 hab/km²","1,7 salários mínimos",,369º,6.157 pessoas,"26,1 %","95,9 %",,5º,"6,4","4,7","17.618,42 R$",,,-,"60.043,17 R$ (×1000)","52.581,48 R$ (×1000)","8,97 óbitos por mil nascidos vivos",-1,-1,"0,3 internações por mil habitantes","291,594 km²",,5º,"85,7 %","90,6 %","52,9 %"
0,montividiu,go,10.572 pessoas,2876º,85º,"5,64 hab/km²","2,4 salários mínimos",799º,28º,1.809 pessoas,"13,8 %","98,4 %",,-1,"6,1","4,6","61.594,39 R$",799º,177º,"86,5 %","54.974,46 R$ (×1000)","44.322,16 R$ (×1000)","11,98 óbitos por mil nascidos vivos",-1,-1,"0,2 internações por mil habitantes","1.869,724 km²",58º,-1,10 %,"94,2 %","0,6 %"
0,montividiu-do-norte,go,4.122 pessoas,4611º,163º,"3,09 hab/km²","1,9 salários mínimos",-1,116º,392 pessoas,"8,8 %","96,8 %",,-1,"5,4","5,0","15.022,68 R$",-1,-1,"93,3 %","17.171,38 R$ (×1000)","14.560,63 R$ (×1000)",- óbitos por mil nascidos vivos,,-1,-,"1.332,996 km²",81º,-1,"45,6 %","91,9 %",0 %
0,morada-nova,ce,62.065 pessoas,479º,21º,"22,33 hab/km²","1,7 salários mínimos",,49º,7.414 pessoas,"11,9 %","97,6 %",-1,-1,"5,4","4,4","13.684,72 R$",,,"79,9 %","138.124,48 R$ (×1000)","127.183,75 R$ (×1000)","9,27 óbitos por mil nascidos vivos",,-1,"1,2 internações por mil habitantes","2.763,971 km²",-1,-1,"9,1 %","81,8 %","5,8 %"
0,moraujo,ce,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,moreira-sales,pr,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,morretes,pr,15.718 pessoas,2088º,115º,"22,96 hab/km²","1,9 salários mínimos",-1,307º,2.812 pessoas,"17,2 %","96,6 %",-1,115º,"5,6","3,8","18.943,71 R$",-1,,"75,7 %",- R$ (×1000),- R$ (×1000),"17,32 óbitos por mil nascidos vivos",,-1,"1,3 internações por mil habitantes","684,580 km²",,115º,"64,6 %","20,9 %","2,4 %"
0,morrinhos,go,41.460 pessoas,730º,27º,"14,57 hab/km²","2,3 salários mínimos",,39º,10.245 pessoas,"22,4 %","97,9 %",1019º,-1,"6,6","5,1","28.084,89 R$",,,"77,4 %","122.103,24 R$ (×1000)","111.624,55 R$ (×1000)","9,48 óbitos por mil nascidos vivos",3242º,-1,"1,7 internações por mil habitantes","2.846,199 km²",,-1,"63,4 %","91,9 %","34,6 %"
0,morro-agudo,sp,29.116 pessoas,1085º,192º,"20,97 hab/km²","2,5 salários mínimos",,187º,8.145 pessoas,"25,0 %","95,9 %",1085º,-1,"6,0","5,1","41.246,43 R$",,-1,"73,6 %","131.626,00 R$ (×1000)","118.383,04 R$ (×1000)","8,02 óbitos por mil nascidos vivos",,-1,"1,2 internações por mil habitantes","1.388,127 km²",-1,-1,"95,4 %",99 %,"44,5 %"
0,morro-agudo-de-goias,go,2.356 pessoas,5337º,231º,"8,34 hab/km²","1,5 salários mínimos",,228º,331 pessoas,"14,6 %","99,7 %",-1,-1,"6,0","5,2","16.088,83 R$",,-1,"89,4 %","14.687,16 R$ (×1000)","12.693,62 R$ (×1000)",- óbitos por mil nascidos vivos,,-1,"5,1 internações por mil habitantes","282,616 km²",,-1,"0,9 %",87 %,7 %
0,morro-do-chapeu,ba,35.164 pessoas,876º,69º,"6,12 hab/km²","2,0 salários mínimos",-1,81º,3.679 pessoas,"10,4 %","96,5 %",876º,,"4,4","3,3","10.435,07 R$",-1,3º,"89,1 %","81.818,58 R$ (×1000)","74.194,31 R$ (×1000)","14,84 óbitos por mil nascidos vivos",,-1,"3,7 internações por mil habitantes","5.744,969 km²",-1,,"9,3 %","23,6 %","3,5 %"
0,morro-do-pilar,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,morros,ma,17.783 pessoas,1861º,105º,"10,37 hab/km²","2,1 salários mínimos",-1,30º,911 pessoas,"4,7 %","96,2 %",952º,-1,"3,9","3,6","6.086,92 R$",-1,,-,"41.100,42 R$ (×1000)","43.043,54 R$ (×1000)","21,33 óbitos por mil nascidos vivos",,-1,"6,5 internações por mil habitantes","1.712,711 km²",-1,-1,"2,7 %",79 %,"7,9 %"
0,morungaba,sp,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,mossamedes,go,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,mossoro,rn,259.815 pessoas,95º,2º,"123,76 hab/km²","2,4 salários mínimos",787º,5º,65.533 pessoas,"22,3 %","97,7 %",,-1,"5,3","3,7","20.858,33 R$",787º,16º,"73,6 %","569.369,81 R$ (×1000)","519.898,75 R$ (×1000)","12,69 óbitos por mil nascidos vivos",,-1,"0,1 internações por mil habitantes","2.099,334 km²",,-1,"64,6 %","75,5 %","4,5 %"
0,mostardas,rs,12.124 pessoas,2579º,141º,"6,11 hab/km²","1,9 salários mínimos",,461º,2.273 pessoas,"17,8 %","96,6 %",-1,-1,"5,1","3,1","28.599,29 R$",,-1,"76,6 %","49.719,90 R$ (×1000)","45.534,68 R$ (×1000)","14,39 óbitos por mil nascidos vivos",,-1,"0,2 internações por mil habitantes","1.977,442 km²",-1,-1,"85,7 %","57,5 %","2,1 %"
0,mozarlandia,go,13.404 pessoas,2422º,70º,"7,73 hab/km²","1,9 salários mínimos",823º,116º,3.448 pessoas,"22,3 %","97,5 %",,-1,"5,6","4,9","35.374,39 R$",823º,1º,"79,9 %","52.246,63 R$ (×1000)","47.513,71 R$ (×1000)","22,83 óbitos por mil nascidos vivos",2904º,-1,"3,7 internações por mil habitantes","1.734,364 km²",62º,-1,"6,2 %","94,3 %",0 %
0,mucajai,rr,14.792 pessoas,2198º,5º,"1,19 hab/km²","1,5 salários mínimos",-1,12º,1.082 pessoas,"6,2 %","92,6 %",-1,-1,"4,3","3,9","17.804,20 R$",-1,1º,"93,7 %","34.683,58 R$ (×1000)","33.981,32 R$ (×1000)","16,18 óbitos por mil nascidos vivos",,-1,"1,1 internações por mil habitantes","12.337,851 km²",-1,-1,"3,9 %","60,1 %",4 %
0,mucambo,ce,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,mucuge,ba,10.545 pessoas,2885º,326º,"4,30 hab/km²","1,9 salários mínimos",741º,126º,2.261 pessoas,"24,5 %","97,5 %",,126º,"5,1","4,1","39.143,83 R$",741º,10º,95 %,"38.962,26 R$ (×1000)","37.573,77 R$ (×1000)","23,81 óbitos por mil nascidos vivos",2904º,,"5,6 internações por mil habitantes","2.462,153 km²",-1,126º,"36,8 %","78,3 %","5,2 %"
0,mucuri,ba,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,mucurici,es,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
